gamma;w;alpha_c
4.1;378.31;-199.0
4.0;378.45;-199.19
3.9;378.6;-199.38
3.8;378.74;-199.57
3.7;378.89;-199.76
3.6;379.03;-199.95
3.5;379.18;-200.14
3.4;379.32;-200.33
3.3;379.47;-200.51
3.2;379.61;-200.7
3.1;379.75;-200.89
3.0;379.9;-201.08
2.9;380.04;-201.27
2.8;380.19;-201.46
2.7;380.33;-201.65
2.6;380.48;-201.84
2.5;380.62;-202.03
2.4;380.76;-202.22
2.3;380.91;-202.41
2.2;381.05;-202.6
2.1;381.19;-202.79
2.0;381.34;-202.98
1.9;381.48;-203.17
1.8;381.62;-203.36
1.7;381.77;-203.55
1.6;381.91;-203.74
1.5;382.05;-203.93
1.4;382.2;-204.12
1.3;382.34;-204.31
1.2;382.48;-204.51
1.1;382.63;-204.7
1.0;382.77;-204.89
0.9;382.91;-205.08
0.8;383.06;-205.27
0.7;383.2;-205.46
0.6;383.34;-205.65
0.5;383.48;-205.85
0.4;383.63;-206.04
0.3;383.77;-206.23
0.2;383.91;-206.42
0.1;384.05;-206.61
0.0;384.197;-206.803
-0.1;384.34;-207.0
-0.2;384.48;-207.19
-0.3;384.62;-207.38
-0.4;384.77;-207.57
-0.5;384.91;-207.77
-0.6;385.05;-207.96
-0.7;385.19;-208.15
-0.8;385.34;-208.34
-0.9;385.48;-208.54
-1.0;385.62;-208.73
-1.1;385.76;-208.92
-1.2;385.9;-209.12
-1.3;386.04;-209.31
-1.4;386.19;-209.5
-1.5;386.33;-209.7
-1.6;386.47;-209.89
-1.7;386.61;-210.08
-1.8;386.75;-210.28
-1.9;386.89;-210.47
-2.0;387.04;-210.66
-2.1;387.18;-210.86
-2.2;387.32;-211.05
-2.3;387.46;-211.25
-2.4;387.6;-211.44
-2.5;387.74;-211.63
-2.6;387.88;-211.83
-2.7;388.02;-212.02
-2.8;388.16;-212.22
-2.9;388.31;-212.41
-3.0;388.45;-212.61
-3.1;388.59;-212.8
-3.2;388.73;-213.0
-3.3;388.87;-213.19
-3.4;389.01;-213.39
-3.5;389.15;-213.58
-3.6;389.29;-213.78
-3.7;389.43;-213.97
-3.8;389.57;-214.17
-3.9;389.71;-214.36
-4.0;389.85;-214.56
-4.1;389.99;-214.76
